"主需求类别","兼具需求类别","软硬件属性","分类依据","分类置信度","项目ID","省份","省内城市区域","项目名称","项目类型","项目阶段","是否直接侦测反制相关","发包采购单位","项目金额","金额万元","承建中标单位","中标公告时间","年份","来源等级","字段完整度","来源链接","证据摘要","核验备注","设备名称清单","设备类型清单","设备数量清单","设备规格型号清单","设备品牌清单","设备明细完整度","设备明细来源","设备明细备注"
"日常巡防需求","无明显兼具类别","服务/租赁/咨询","含公安巡防/常态监管关键词","高","LA-2025-0073","陕西","石泉","石泉县公安局无人机反制设备采购项目中标（成交）结果公告","侦测反制服务/租赁","合同公告","是","石泉县公安局","16.8800 万元","16.88","公开信息未披露","2025年09月30日","2025","A-官方公告/公共资源","较完整","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202509/t20250930_25447729.htm","石泉县公安局 无人机反制设备 采购项目 中标 (成交)结果 公告 2025年9月30日 - 合同包号 合同包名称 代理服务费金额(万元) 收取对象 1 石泉县公安局 无人机反制设备 采购项目 0.3 中标 (成交)供应商 七、 公告 期限.石泉县公安局无... www.ccgp.gov.cn 反馈","继承原库并规则复核","无人机反制设备","侦测反制装备/设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","未命中特定场景，按低空常态监测默认归入日常巡防","低","LA-2025-0074","陕西","未识别","无人机反制设备采购结果公告（2025-JKFDLB-W3023）","侦测反制装备","中标/成交结果","是","公开信息未披露","26.4900 万元","26.49","天津云翔无人机科技有限公司","2025年12月17日","2025","B-公开转载/行业平台","待复核","https://www.zhiliaobiaoxun.com/detail/495198984b24e40eaabd.html","公开转载结果公告显示：项目名称为无人机反制设备采购，项目编号2025-JKFDLB-W3023，第一名天津云翔无人机科技有限公司，最终报价264900元。","修正：原省内城市区域误取供应商所在地“天津”，改为未识别；补入公开摘要披露的第一名供应商和报价","无人机反制设备","侦测反制装备/设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2025-0075","陕西","铜川","铜川市公安局无人机反制设备采购项目","侦测反制装备","合同公告","是","铜川市公安局","公开信息未披露","","北京历正科技有限责任公司","2025-11-27","2025","A-官方公告/公共资源","较完整","https://www.ccgp-shaanxi.gov.cn/gpx-bid-file/ZF_JGBM_000003/610201/2025/11/27/8a69c6d69aa4903f019abde646f72230/gpx-bidconfirm/8a69c5549a644c2c019b347948ff3a9a.pdf?accessCode=4866108c672b419e9b624d67ca946cd0","陕西政府采购合同/结果附件披露：铜川市公安局无人机反制设备采购项目，供应商北京历正科技有限责任公司。","人工核验补充","无人机反制设备","侦测反制装备/设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","未命中特定场景，按低空常态监测默认归入日常巡防","高","LA-2025-0076","陕西","未识别","无人机反制 设备项目( 中标公告","侦测反制装备","中标/成交结果","是","公开信息未披露","38800.00 (元)","","北京中宇万通科技股份有限公司","2025年12月1日","2025","B-公开转载/行业平台","较完整","https://shaanxi.bidizhaobiao.com/info-729987342.html","无人机反制 设备项目( 中标公告 )-陕西招标网 2025年12月1日 - 五、预 中标 (成交) 供应商 :.第一名:北京中宇万通科技股份有限公司 ,报价形式:总价 ,报价 金额 :38800.00 (元) ;. 供应商 对预中标(成交)结果如有异议,应当自... shaanxi.bidizhaobiao.com 反馈","依据项目名/采购人/证据摘要从[北京]校正为[陕西]","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","未命中特定场景，按低空常态监测默认归入日常巡防","高","LA-2025-0091","未识别","未识别","******","侦测反制装备","中标/成交结果","是","公开信息未披露","186.0000 万元","186","公开信息未披露","2025年09月23日","2025","B-公开转载/行业平台","待复核","https://www.chinamae.com/purchases/567ae03600cb204b61a6bdc2ff593907.html","无人机 及 无人机反制 设备采购项目 中标 (成交)结果公示 2025年9月19日 - 供应商对预 中标 (成交)结果如有异议,应当自本公示期限内以书面形式向我部提出质疑。.我部对 无人机 及 无人机反制 设备采购项目采购项目进行了公开招标采购... www.chinamae.com 反馈","脱敏或转载信息不足，未强行归省；原表北京值已剔除","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","无明显兼具类别","服务/租赁/咨询","含敏感目标或重点设施关键词","高","LA-2026-0078","陕西","西安咸阳","西安咸阳国际机场股份有限公司无人机反制车租赁项目","侦测反制服务/租赁","中标/成交结果","是","西安咸阳国际机场股份有限公司","公开信息未披露","","公开信息未披露","2026年1月5日","2026","B-公开转载/行业平台","较完整","https://www.bidcenter.com.cn/news-398824934-4.html","采招网转载结果公示显示：西安咸阳国际机场股份有限公司无人机反制车租赁项目，发布时间2026年1月5日；公开摘要未披露中标单位和金额。","修正：原承建中标单位字段误入“中国采招网于2026年01月05日发布...”平台发布语，已改为公开信息未披露","无人机反制车","系统平台/管控软件","无人机反制车：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"重大活动保障需求","敏感目标防护需求；日常巡防需求","服务/租赁/咨询","含赛事/活动/安保保障/阵地租赁关键词；含公安巡防/常态监管关键词","高","LA-2024-0079","上海","青浦","上海市公安局青浦分局无人机反制阵地系统租赁服务","侦测反制服务/租赁","中标/成交结果","是","上海市公安局青浦分局","公开信息未披露","","公开信息未披露","2024-05-10","2024","B-公开转载/行业平台","较完整","https://www.ode119.com/zhaobiao/89312.html","公开转载中标公告披露：上海市公安局青浦分局无人机反制阵地系统租赁服务的中标（成交）结果公告。","漏检补充；阵地租赁/活动保障能力项目，待回溯上海政府采购原文","无人机反制阵地系统租赁服务","服务/租赁","无人机反制阵地系统租赁服务：1项服务","公开信息未披露","公开信息未披露","部分明细","项目名称披露阵地系统租赁服务；具体设备数量未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"重大活动保障需求","敏感目标防护需求；日常巡防需求","服务/租赁/咨询","含赛事/活动/安保保障/阵地租赁关键词；含公安巡防/常态监管关键词","高","LA-2024-0080","上海","长宁","2024年度至2025年度长宁公安分局无人机侦测反制设备租赁项目","侦测反制服务/租赁","中标/成交结果","是","上海市公安局长宁分局","99.0000 万元","99.0","上海新世纪科技有限公司","2024-11-11","2024","A-官方公告/公共资源","完整","https://www.ccgp.gov.cn/cggg/dfgg/cjgg/202411/t20241111_23584081.htm","中国政府采购网成交公告披露：项目编号CTCG0110-2024-4873，总成交金额99万元；服务名称为2024年度至2025年度长宁公安分局无人机侦测反制设备租赁项目，服务期限合同签订后一年。","用户提供官方链接补充；重大活动保障/公安租赁服务打包项目","无人机侦测反制设备租赁服务","服务/租赁","无人机侦测反制设备租赁服务：1项服务","公开信息未披露","公开信息未披露","部分明细","中国政府采购网成交公告主要标的信息；具体设备数量未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","无明显兼具类别","硬件设备/装备","含敏感目标或重点设施关键词","高","LA-2023-0081","四川","成都","某部无人机反制设备采购中标公告","侦测反制装备","中标/成交结果","是","某部","28.9000 万元","28.9","四川省商投信息技术有限责任公司","2023年12月22日","2023","A-官方公告/公共资源","完整","http://www.ccgp.gov.cn/cggg/zygg/zbgg/202312/t20231222_21326133.htm","某部 无人机反制 设备采购 中标公告 2023年12月22日 - 二、项目 名称 :某部 无人机 反制设备采购. 中标 (成交) 金额 :28.9000000(万元)... www.ccgp.gov.cn 反馈","继承原库并规则复核","无人机反制设备","侦测反制装备/设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2024-0082","四川","成都","成都市公安局无人机反制装备采购项目（二次）","侦测反制装备","中标/成交结果","是","成都市公安局","607.0000 万元","607.0","成都鸿安泰达科技发展有限公司","2024-10-16","2024","A-官方公告/公共资源","完整","https://ggzyjy.sc.gov.cn/jyxx/002002/002002003/20241016/8a69ce909271d3f20192937b363d1071.html","四川省公共资源交易信息披露：成都市公安局无人机反制装备采购项目（二次），中标金额607万元。","人工核验补充","无人机反制装备","侦测反制装备/设备","无人机反制装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
